source,city,type,title,price,size,phone,link,date
propertypro,Nigeria,sale,"3 bedroom Terraced Duplex, House in Vgc Lekki Lagos | Terraced Duplex, House for sale in Lekki | Terraced Duplex, House in Lekki | 3 bedroom",155000000,Unknown,N/A,https://propertypro.ng/property/3-bedroom-house-for-sale-vgc-lekki-lagos-0QDHD,2026-09-25
propertypro,Nigeria,sale,"4 bedroom Terraced Duplex, House in Sabon Lugbe Lugbe Abuja | Terraced Duplex, House for sale in Lugbe | Terraced Duplex, House in Lugbe | 4 bedroom",40000000,Unknown,N/A,https://propertypro.ng/property/4-bedroom-house-for-sale-sabon-lugbe-lugbe-abuja-2QFYS,2026-09-25
propertypro,Nigeria,sale,"4 bedroom Terraced Duplex, House in Sabon Lugbe Lugbe Abuja | Terraced Duplex, House for sale in Lugbe | Terraced Duplex, House in Lugbe | 4 bedroom",60000000,Unknown,N/A,https://propertypro.ng/property/4-bedroom-house-for-sale-sabon-lugbe-lugbe-abuja-3QFYS,2026-09-25
propertypro,Nigeria,sale,"2 bedroom Blocks Of Flats, House in Ajah Lagos | Blocks Of Flats, House for sale in Ajah | Blocks Of Flats, House in Ajah | 2 bedroom",92000000,Unknown,N/A,https://propertypro.ng/property/2-bedroom-house-for-sale-ajah-ajah-lagos-8QFYM,2026-09-25
propertypro,Nigeria,sale,"5 bedroom Detached Duplex, House in Lekki Lagos | Detached Duplex, House for sale in Lekki | Detached Duplex, House in Lekki | 5 bedroom",270000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lekki-lagos-8QFYH,2026-09-25
propertypro,Nigeria,sale,"3 bedroom Terraced Duplex, House in Sangotedo Ajah Lagos | Terraced Duplex, House for sale in Ajah | Terraced Duplex, House in Ajah | 3 bedroom",110000000,Unknown,N/A,https://propertypro.ng/property/3-bedroom-house-for-sale-sangotedo-ajah-lekki-sangotedo-ajah-lagos-7QFYH,2026-09-25
propertypro,Nigeria,sale,"4 bedroom Detached Duplex, House in Idado Lekki Lagos | Detached Duplex, House for sale in Lekki | Detached Duplex, House in Lekki | 4 bedroom",280000000,Unknown,N/A,https://propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-0QEFB,2026-09-25
propertypro,Nigeria,sale,"5 bedroom Detached Duplex, House in Lekki Lagos | Detached Duplex, House for sale in Lekki | Detached Duplex, House in Lekki | 5 bedroom",395000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lekki-lagos-2QEXV,2026-09-25
propertypro,Nigeria,sale,"5 bedroom Detached Duplex, House in Ikate Lekki Lagos | Detached Duplex, House for sale in Lekki | Detached Duplex, House in Lekki | 5 bedroom",1200000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-3QFJJ,2026-09-25
propertypro,Nigeria,sale,"5 bedroom Detached Duplex, House in Lekki Lagos | Detached Duplex, House for sale in Lekki | Detached Duplex, House in Lekki | 5 bedroom",270000000,Unknown,N/A,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lekki-lagos-5QFYH,2026-09-25
npc,Lagos,sale,Units of 4 Bedroom Terraced Duplex with BQ,315000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Gorgeous 4 Bedroom Duplex with a BQ,180000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,6 Bedroom House with BQ,1200000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,5 Bedroom Semi-Detached House with BQ,1200000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Furnished 5 Bedroom House with BQ,360000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Newly Built 4 Bedroom Terraced Duplexes with BQ,850000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Newly Built 5 Bedroom Fully Detached Smart House with BQ,650000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Newly Built 5 Bedroom House,500000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Luxury 5 Bedroom Mansion with 2 BQS,3400000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Six Bedroom Penthouse with 2-BQS,3000000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Four Bedroom Duplex with BQ,1700000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,4 Bedroom Fully Detached with 2 BQ,1900000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,6 Bedrooms Fully Detached House,2500000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Fully Detached Mansion on 700 Square Meters,5000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Newly Built 5 Bedrooms Terraced Duplexes,1500000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,Fully Detached Mansion on 600 Square Meters,4500000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,3 Bedroom Duplex in Luxury Estate,141560000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,4 Bedroom Terraced Duplex with Swimming Pool,75000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,"Lovely 4 Bedroom Semi Detached Duplex + BQ, Communal Gym, Pool",160000000,Unknown,N/A,N/A,2026-09-25
npc,Lagos,sale,5 Bedroom Semi Detached Duplex with Boys' Quarters,300000000,Unknown,N/A,N/A,2026-09-25
jiji,Agodi,land-and-plots-for-sale,3453 SQM of Residential Land for Sale at Osainaye Crescent Agodi Gra,"₦ 700,000,000",3453 sqm,See Listing,https://jiji.ng/agodi/land-and-plots-for-sale/3453-sqm-of-residential-land-for-sale-at-osainaye-crescent-agodi-gra-fyXv0gFi7vPQM8HulNzgTGP9.html,2026-09-25
jiji,Basorun,land-and-plots-for-sale,500 SQM Residential Land for Sale at Lere Adigun Gra Bashorun Ibadan,"₦ 100,000,000",500 sqm,See Listing,https://jiji.ng/basorun/land-and-plots-for-sale/500-sqm-residential-land-for-sale-at-lere-adigun-gra-bashorun-ibadan-hldtpQI3M2nH8a99icBCeufB.html,2026-09-25
jiji,Apo Resettlement,land-and-plots-for-sale,"500sqm Land in Apo Resettlement, Abuja","₦ 48,000,000",500 sqm,See Listing,https://jiji.ng/apo-resettlement/land-and-plots-for-sale/500sqm-land-in-apo-resettlement-abuja-dz84RHvjwdcuHReeHwlNgGzu.html,2026-09-25
jiji,Bodija,land-and-plots-for-sale,500 SQM Mixed Use Land for Sale at Kongi New Bodlja Ibadan,"₦ 65,000,000",500 sqm,See Listing,https://jiji.ng/bodija/land-and-plots-for-sale/500-sqm-mixed-use-land-for-sale-at-kongi-new-bodlja-ibadan-dRgYuNZFUU4ILokJT5bt6QPS.html,2026-09-25
jiji,Obafemi-Owode,land-and-plots-for-sale,Half Plot With Un Completed 2bedroom Bungalow in Mowe #5m,"₦ 4,000,000",Unknown,See Listing,https://jiji.ng/obafemi-owode/land-and-plots-for-sale/half-plot-with-un-completed-2bedroom-bungalow-in-mowe-5m-5ZflOfrfxXsz1VTeyi6AtzOc.html,2026-09-25
jiji,VGC / Ajah,land-and-plots-for-sale,1080sqm of Residential Bareland for Jv,"₦ 650,000,000",1080 sqm,See Listing,https://jiji.ng/ajah-vgc/land-and-plots-for-sale/1080sqm-of-residential-bareland-for-jv-5b8pXQwvYJXBs8GYUJ5qCxZk.html,2026-09-25
jiji,Abijo,land-and-plots-for-sale,648sqm of Residential Bareland,"₦ 90,000,000",648 sqm,See Listing,https://jiji.ng/abijo/land-and-plots-for-sale/648sqm-of-residential-bareland-A3h8lUooFeXyLfCt9CHRx0Zo.html,2026-09-25
jiji,Bogije,land-and-plots-for-sale,900sqm of Developed Residential Land,"₦ 140,000,000",900 sqm,See Listing,https://jiji.ng/bogije/land-and-plots-for-sale/900sqm-of-developed-residential-land-hEnEVVattYnkmqQk8WVpWWeC.html,2026-09-25
jiji,Ikeja,land-and-plots-for-sale,Exclusive Prime Land Is a Prestigious Estate,"₦ 1,500,000,000",Unknown,See Listing,https://jiji.ng/ikeja/land-and-plots-for-sale/exclusive-prime-land-is-a-prestigious-estate-nhpocQex9xS0Uo3imK6mwuaC.html,2026-09-25
jiji,Bucknor,land-and-plots-for-sale,Full Plot of Land at Isheri Oshun Alimosho,"₦ 28,500,000",Unknown,See Listing,https://jiji.ng/bucknor/land-and-plots-for-sale/full-plot-of-land-at-isheri-oshun-alimosho-tsNYpozIoXf1L74VP53V1L6r.html,2026-09-25
jiji,Osapa london,houses-apartments-for-sale,Furnished 5bdrm Duplex in Osapa london for sale,"₦ 1,720,000,000",Unknown,See Listing,https://jiji.ng/osapa-london/houses-apartments-for-sale/furnished-5bdrm-duplex-in-osapa-london-for-sale-4UWXV5rXRrM4yDPL3wuEUiZv.html,2026-09-25
jiji,Kubwa,houses-apartments-for-sale,"2bdrm Bungalow in Fcda, Kubwa for sale","₦ 40,000,000",Unknown,See Listing,https://jiji.ng/kubwa/houses-apartments-for-sale/2bdrm-bungalow-in-fcda-kubwa-for-sale-zwSBZDke0jx4vhJDaOxLdw2s.html,2026-09-25
jiji,Opebi,houses-apartments-for-sale,"Furnished 5bdrm Duplex in Ikeja, Opebi for sale","₦ 650,000,000",Unknown,See Listing,https://jiji.ng/opebi/houses-apartments-for-sale/furnished-5bdrm-duplex-in-ikeja-opebi-for-sale-rv6opxDhG50aTBKXoFAvGSPi.html,2026-09-25
jiji,Isheri / Egbe Idimu,houses-apartments-for-sale,"6bdrm House in White Sand, Isheri / Egbe Idimu for sale","₦ 150,000,000",Unknown,See Listing,https://jiji.ng/isheri/houses-apartments-for-sale/6bdrm-house-in-white-sand-isheri-egbe-idimu-for-sale-mnxCGXdNlqcCooolImvf67F5.html,2026-09-25
jiji,Life Camp,houses-apartments-for-sale,3bdrm Block of Flats in Life Camp for sale,"₦ 80,000,000",Unknown,See Listing,https://jiji.ng/life-camp/houses-apartments-for-sale/3bdrm-block-of-flats-in-life-camp-for-sale-1wq0pfofvtVPIsGdrPm9zvNQ.html,2026-09-25
jiji,FHA,houses-apartments-for-sale,Furnished 4bdrm Duplex in FHA for sale,"₦ 169,000,000",Unknown,See Listing,https://jiji.ng/fha/houses-apartments-for-sale/furnished-4bdrm-duplex-in-fha-for-sale-tJ9PK8DEFwj7VkEzdg85yK5x.html,2026-09-25
jiji,Kubwa,houses-apartments-for-sale,2bdrm Duplex in Kubwa for sale,"₦ 65,000,000",Unknown,See Listing,https://jiji.ng/kubwa/houses-apartments-for-sale/2bdrm-duplex-in-kubwa-for-sale-93qxugnjLtFqAd3jd2qOigQJ.html,2026-09-25
jiji,Ayobo,houses-apartments-for-sale,Furnished 4bdrm Bungalow in Oluwalogbon Ayobo for sale,"₦ 55,000,000",130 sqm,See Listing,https://jiji.ng/ayobo/houses-apartments-for-sale/furnished-4bdrm-bungalow-in-oluwalogbon-ayobo-for-sale-rn1oSbMdXEHvOiyXHg9snkTd.html,2026-09-25
jiji,Banana Island,houses-apartments-for-sale,Furnished 3bdrm Apartment in Banana Island for sale,"₦ 1,200,000,000",Unknown,See Listing,https://jiji.ng/banana-island/houses-apartments-for-sale/furnished-3bdrm-apartment-in-banana-island-for-sale-kNVs1w5H0WDWDKzX75PuQmbA.html,2026-09-25
jiji,Ifo,houses-apartments-for-sale,3bdrm Bungalow in Ifo for sale,"₦ 10,500,000",Unknown,See Listing,https://jiji.ng/ifo/houses-apartments-for-sale/3bdrm-bungalow-in-ifo-for-sale-k2ykCpFUmMBYorlbpiZuqLrf.html,2026-09-25
nairaland,Nigeria,listing,LEKKI AVANA PHASE 2: Sales Closing In 8 Days | Bungalow House For Sale,See Post,Unknown,See Post,https://www.nairaland.com/8754280/lekki-avana-phase-2-sales#140733888,2026-09-25
nairaland,Nigeria,listing,Luxury Land With Excision At CANAAN ESTATE GBOGIJE,"₦24,000,000",500 sqm,See Post,https://www.nairaland.com/8753943/luxury-land-excision-canaan-estate#140729650,2026-09-25
nairaland,Nigeria,listing,Lekki Avana Phase 2: Sales About To Close | Bungalow House For Sale In Lekki,See Post,372 sqm,See Post,https://www.nairaland.com/8752895/lekki-avana-phase-2-sales#140714596,2026-09-25
nairaland,Nigeria,listing,What Llms Could Change About Property Search In Nigeria,See Post,Unknown,08029562694,https://www.nairaland.com/8752871/what-llms-could-change-property#140714271,2026-09-25
nairaland,Nigeria,listing,Garutech Customer-service Knowledge Base — Spray Booths & Garage Equipment.,See Post,Unknown,See Post,https://www.nairaland.com/8752840/garutech-customer-service-knowledge-base-spray#140713886,2026-09-25
nairaland,Nigeria,listing,Luxury C Of O Land For Sale At Oakley Court Idera Scheme Eleko,"₦52,000,000",3000 sqm,See Post,https://www.nairaland.com/8752683/luxury-c-o-land-sale#140711808,2026-09-25
nairaland,Nigeria,listing,5bedroom Terrace Duplex House+2bqs Swimmingpool For Sale In Banana Island Ikoyi,See Post,Unknown,See Post,https://www.nairaland.com/8751816/5bedroom-terrace-duplex-house-2bqs#140700822,2026-09-25
nairaland,Nigeria,listing,Hot Houses For Rent & Sale In Ikorodu & Ogijo - Lagos State,See Post,Unknown,09076149495,https://www.nairaland.com/8751487/hot-houses-rent-sale-ikorodu#140693760,2026-09-25
nairaland,Nigeria,listing,"How To Find Houses, Land And Property In Nigeria Without Wasting Time",See Post,Unknown,See Post,https://www.nairaland.com/8751089/how-find-houses-land-property#140686594,2026-09-25
nairaland,Nigeria,listing,House Clearance/relocation Sale In Lagos,See Post,Unknown,09161082525,https://www.nairaland.com/8750278/house-clearance-relocation-sale-lagos#140673824,2026-09-25
nairaland,Nigeria,listing,RO Membrane Price: 7 Factors That Affect Replacement Cost,See Post,Unknown,See Post,https://www.nairaland.com/8749830/ro-membrane-price-7-factors#140667331,2026-09-25
nairaland,Nigeria,listing,Luxury C Of O Land For Sale At Oakley Court Idera Scheme Eleko,"₦52,000,000",3000 sqm,See Post,https://www.nairaland.com/8749568/luxury-c-o-land-sale#140663540,2026-09-25
nairaland,Nigeria,listing,4bedroom Semi-detached Duplex House With Bq For Sale In Orchid Lekki Lagos,See Post,Unknown,See Post,https://www.nairaland.com/8749365/4bedroom-semi-detached-duplex-house-bq#140660360,2026-09-25
nairaland,Nigeria,listing,Looking To Buy A House In Mowe: See This Property At Bluestone Treasure Estate,See Post,600 sqm,See Post,https://www.nairaland.com/8747890/looking-buy-house-mowe-see#140636227,2026-09-25
nairaland,Nigeria,listing,Why Are People Buying Properties In Mowe?,See Post,600 sqm,See Post,https://www.nairaland.com/8747821/why-people-buying-properties-mowe#140635182,2026-09-25
nairaland,Nigeria,listing,"3-Bedroom Bungalow Houses In Mowe Town, Ogun For Sale",See Post,600 sqm,See Post,https://www.nairaland.com/8747794/3-bedroom-bungalow-houses-mowe-town#140634969,2026-09-25
nairaland,Nigeria,listing,Is Lekki Avana 2 Worth Your Money?: Bungalow House For Sale In Ibeju Lekki,See Post,Unknown,See Post,https://www.nairaland.com/8747780/lekki-avana-2-worth-money#140634795,2026-09-25
nairaland,Nigeria,listing,Luxury Land For Sale With Governor's Consent - Alphamark Elite Court Ibeju Lekki,See Post,500 sqm,See Post,https://www.nairaland.com/8747609/luxury-land-sale-governors-consent#140633114,2026-09-25
nairaland,Nigeria,listing,"Newly Built 5-bedroom Fully Detached Duplex + Gym For Sale In Egbeda, Lagos",See Post,Unknown,07069604726,https://www.nairaland.com/8747561/newly-built-5-bedroom-fully-detached#140632594,2026-09-25
nairaland,Nigeria,listing,5bedroom Semi-detached Duplex House With Bq For Sale In Ikeja GRA Lagos,See Post,Unknown,08029562694,https://www.nairaland.com/8745595/5bedroom-semi-detached-duplex-house-bq#140599306,2026-09-25
nairaland,Nigeria,listing,"These Zylus Houses Are Now Over ₦20M Cheaper | House For Sale In LEKKI, LAGOS",See Post,Unknown,See Post,https://www.nairaland.com/8745360/these-zylus-houses-now-over#140596006,2026-09-25
nairaland,Nigeria,listing,4bedroom Terrace House+bq Penthouse Elevator For Sale Banana Island Ikoyi Lagos,See Post,Unknown,See Post,https://www.nairaland.com/8745002/4bedroom-terrace-house-bq-penthouse#140591532,2026-09-25
nairaland,Nigeria,listing,"Woman Sells Her Twins, Steals 19 Children In Oyo, Caught By Police (Video, Pics)",See Post,Unknown,See Post,https://www.nairaland.com/8744782/woman-sells-twins-steals-19#140587796,2026-09-25
nairaland,Nigeria,listing,Luxury Serviced Plot Of Land For Sale At Gold Mine City Estate Epe Lagos,See Post,Unknown,See Post,https://www.nairaland.com/8744590/luxury-serviced-plot-land-sale#140585325,2026-09-25
nairaland,Nigeria,listing,"Topnotch Finished 1, Bedroom With GYM House, Elevator & Swimming Pool For Sale",See Post,Unknown,See Post,https://www.nairaland.com/8744088/topnotch-finished-1-bedroom-gym#140577728,2026-09-25
nairaland,Nigeria,listing,"Topnotch Finished 1, Bedroom With GYM House, Elevator & Swimming Pool For Sale",See Post,Unknown,See Post,https://www.nairaland.com/8744070/topnotch-finished-1-bedroom-gym#140577444,2026-09-25
nairaland,Nigeria,listing,Exquisite C Of O Land For Sale - Oakley Court Idera Scheme Eleko,See Post,Unknown,See Post,https://www.nairaland.com/8743862/exquisite-c-o-land-sale#140575240,2026-09-25
