source,city,type,title,price,size,phone,link,date
npc,Abuja,sale,Luxury Built 10 Bedroom Royal Mansion,8000000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,"Magnificent 5 Bedroom Detached Duplex with Pool, Elevator",1200000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,Best Value 3 Bedroom Self Compound Terraced Duplex,115000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,5 Bedroom House with Swimming Pool,550000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,Luxury 2 Bedroom Terrace Duplex with Communal Pool,120000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,Luxury 4 Bedroom Semi Detached Duplex + BQ in a Secured Estate,260000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,"Luxury 5 Bedroom Fully Detached Duplex + BQ, Pool, Cinema, Elevator",800000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,"Luxury 5 Bedroom Fully Detached Duplex + BQ, Pool, Gym, Cinema",600000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,"Luxury 5 Bedroom Fully Detached Duplex + BQ, Pool",380000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,"Luxury 5 Bedroom Fully Detached Duplex + BQ, Pool, Roof Terrace",650000000,Unknown,N/A,N/A,2026-09-26
npc,Abuja,sale,Nicely Crafted 5 Bedrooms Duplex with a BQ,850000000,Unknown,N/A,N/A,2026-09-26
npc,Abuja,sale,Ambassadorial Brand New Luxury 7-Bedroom Smart Duplex with Lift,2500000000,Unknown,N/A,N/A,2026-09-26
npc,Abuja,sale,Premium 6 Bedroom Detached House (85% Completed),1300000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,Newly Built 4-Bedroom Terrace Duplex,750000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,Tastefully Finished 5 Bedroom Detached Duplex,550000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,Newly Built 4-Bedroom Maisonette,650000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,4 Bedroom Terraced Duplex with BQ,170000000,Unknown,N/A,N/A,2026-09-26
npc,Abuja,sale,Own 5 Units of Well Located 2 Bedroom Bungalow,75000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,Nice and Well Maintained 4bedroom Terrace Duplex with BQ,270000000,Unknown,N/A,N/A,2026-09-26
npc,Lagos,sale,4 Bedroom Detached Bungalow with BQ,90000000,Unknown,N/A,N/A,2026-09-26
jiji,Abeokuta North,land-and-plots-for-sale,Farmland for Sale 500 Acres With River at Abeokuta Ogun State,"₦ 150,000,000",Unknown,See Listing,https://jiji.ng/abeokuta-north/land-and-plots-for-sale/farmland-for-sale-500-acres-with-river-at-abeokuta-ogun-state-chECZzVfKrPrjhwTL3eb3AcW.html,2026-09-26
jiji,Ijebu Ode,land-and-plots-for-sale,"3,000 Acres of Land Available for Sale","₦ 1,800,000,000",Unknown,See Listing,https://jiji.ng/ijebu-ode/land-and-plots-for-sale/3-000-acres-of-land-available-for-sale-ajMkzhiszmP7KzGNC2bdg3kq.html,2026-09-26
jiji,Bucknor,land-and-plots-for-sale,Full Plot of Land at Isheri Oshun Alimosho,"₦ 28,500,000",Unknown,See Listing,https://jiji.ng/bucknor/land-and-plots-for-sale/full-plot-of-land-at-isheri-oshun-alimosho-tsNYpozIoXf1L74VP53V1L6r.html,2026-09-26
jiji,Itesiwaju,land-and-plots-for-sale,1652 Acres for Sale With a Very Large River for /Acre,"₦ 324,000,000",Unknown,See Listing,https://jiji.ng/itesiwaju/land-and-plots-for-sale/1652-acres-for-sale-with-a-very-large-river-for-acre-BlwREPuRh1Bf0N7B13BuhjbM.html,2026-09-26
jiji,Ogudu GRA,land-and-plots-for-sale,Massive Table Dry Land in Ogudu GRA for Sale,"₦ 7,765,000,000",Unknown,See Listing,https://jiji.ng/ogudu-gra/land-and-plots-for-sale/massive-table-dry-land-in-ogudu-gra-for-sale-nnqwAtUq4E30DUVnVLhMCDd1.html,2026-09-26
jiji,Asokoro,land-and-plots-for-sale,C of O Document,"₦ 1,500,000,000",2000 sqm,See Listing,https://jiji.ng/asokoro/land-and-plots-for-sale/c-of-o-document-zsiduCk4xwWWwxt1pr5VKP1d.html,2026-09-26
jiji,Old Ikoyi,land-and-plots-for-sale,"2,000sqm of Residential Bareland for Sale","₦ 8,400,000,000",0 sqm,See Listing,https://jiji.ng/old-ikoyi/land-and-plots-for-sale/2-000sqm-of-residential-bareland-for-sale-gfBX3F482cHvadkbtbJB5hT7.html,2026-09-26
jiji,Lekki Phase 1,land-and-plots-for-sale,1200sqm of Residential Land,"₦ 2,400,000,000",1200 sqm,See Listing,https://jiji.ng/lekki-phase/land-and-plots-for-sale/1200sqm-of-residential-land-7WybNoCGvMgmTKq7NVJq4gNI.html,2026-09-26
jiji,Nicon Town,land-and-plots-for-sale,1000sqm of Premium Residential Land,"₦ 1,600,000,000",1000 sqm,See Listing,https://jiji.ng/nicon-town/land-and-plots-for-sale/1000sqm-of-premium-residential-land-p9tTiuQ9otMPXYMTTxy3G52e.html,2026-09-26
jiji,Pakuro,land-and-plots-for-sale,A Plot of Land in Emirald Estate Shimawa #14m,"₦ 12,000,000",600 sqm,See Listing,https://jiji.ng/pakuro/land-and-plots-for-sale/a-plot-of-land-in-emirald-estate-shimawa-14m-iVebhx8kBqCBsDHgkAz27CoO.html,2026-09-26
jiji,Kubwa,houses-apartments-for-sale,"2bdrm Bungalow in Fcda, Kubwa for sale","₦ 40,000,000",Unknown,See Listing,https://jiji.ng/kubwa/houses-apartments-for-sale/2bdrm-bungalow-in-fcda-kubwa-for-sale-zwSBZDke0jx4vhJDaOxLdw2s.html,2026-09-26
jiji,Kubwa,houses-apartments-for-sale,2bdrm Duplex in Kubwa for sale,"₦ 65,000,000",Unknown,See Listing,https://jiji.ng/kubwa/houses-apartments-for-sale/2bdrm-duplex-in-kubwa-for-sale-93qxugnjLtFqAd3jd2qOigQJ.html,2026-09-26
jiji,Kubwa,houses-apartments-for-sale,2bdrm Duplex in Kubwa for sale,"₦ 65,000,000",Unknown,See Listing,https://jiji.ng/kubwa/houses-apartments-for-sale/2bdrm-duplex-in-kubwa-for-sale-aEc7e7xN74rFg50qLvUkGVYj.html,2026-09-26
jiji,Banana Island,houses-apartments-for-sale,Furnished 3bdrm Apartment in Banana Island for sale,"₦ 1,200,000,000",Unknown,See Listing,https://jiji.ng/banana-island/houses-apartments-for-sale/furnished-3bdrm-apartment-in-banana-island-for-sale-kNVs1w5H0WDWDKzX75PuQmbA.html,2026-09-26
jiji,Ibadan,houses-apartments-for-sale,"4bdrm Duplex in Old Bodija, Ibadan for sale","₦ 380,000,000",Unknown,See Listing,https://jiji.ng/ibadan/houses-apartments-for-sale/4bdrm-duplex-in-old-bodija-ibadan-for-sale-aKkjEzkJCos7lPW8oa7Q3bk6.html,2026-09-26
jiji,Ibadan,houses-apartments-for-sale,"4bdrm Duplex in Oluyole Estate, Ibadan for sale","₦ 300,000,000",Unknown,See Listing,https://jiji.ng/ibadan/houses-apartments-for-sale/4bdrm-duplex-in-oluyole-estate-ibadan-for-sale-5u9cHePtGUvIifXzHNvfvqZt.html,2026-09-26
jiji,Magodo,houses-apartments-for-sale,4bdrm Duplex in Magodo Phase 2 Gra for sale,"₦ 300,000,000",Unknown,See Listing,https://jiji.ng/magodo/houses-apartments-for-sale/4bdrm-duplex-in-magodo-phase-2-gra-for-sale-hEm6XH0lGimN3t8d3mJ6hWPV.html,2026-09-26
jiji,Ikeja,houses-apartments-for-sale,"4bdrm Duplex in Ogba, Ikeja for sale","₦ 250,000,000",Unknown,See Listing,https://jiji.ng/ikeja/houses-apartments-for-sale/4bdrm-duplex-in-ogba-ikeja-for-sale-mQgmEN0LgIEkv0c2rMR2iVXK.html,2026-09-26
jiji,Ayobo,houses-apartments-for-sale,Furnished 4bdrm Bungalow in Oluwalogbon Ayobo for sale,"₦ 55,000,000",130 sqm,See Listing,https://jiji.ng/ayobo/houses-apartments-for-sale/furnished-4bdrm-bungalow-in-oluwalogbon-ayobo-for-sale-rn1oSbMdXEHvOiyXHg9snkTd.html,2026-09-26
jiji,Ibadan,houses-apartments-for-sale,3bdrm Bungalow in Ibadan for sale,"₦ 50,000,000",Unknown,See Listing,https://jiji.ng/ibadan/houses-apartments-for-sale/3bdrm-bungalow-in-ibadan-for-sale-rtOnHnNTxeviBzspeF7AMWmL.html,2026-09-26
nairaland,Nigeria,listing,For Sale In Ikeja Where House And Land,See Post,500 sqm,08020534060,https://www.nairaland.com/8755160/sale-ikeja-where-house-land#140747187,2026-09-26
nairaland,Nigeria,listing,LEKKI AVANA PHASE 2: Sales Closing In 8 Days | Bungalow House For Sale,See Post,Unknown,See Post,https://www.nairaland.com/8754280/lekki-avana-phase-2-sales#140733888,2026-09-26
nairaland,Nigeria,listing,Luxury Land With Excision At CANAAN ESTATE GBOGIJE,"₦24,000,000",500 sqm,See Post,https://www.nairaland.com/8753943/luxury-land-excision-canaan-estate#140729650,2026-09-26
nairaland,Nigeria,listing,Lekki Avana Phase 2: Sales About To Close | Bungalow House For Sale In Lekki,See Post,1300 sqm,See Post,https://www.nairaland.com/8752895/lekki-avana-phase-2-sales#140714596,2026-09-26
nairaland,Nigeria,listing,What Llms Could Change About Property Search In Nigeria,See Post,Unknown,See Post,https://www.nairaland.com/8752871/what-llms-could-change-property#140714271,2026-09-26
nairaland,Nigeria,listing,Garutech Customer-service Knowledge Base — Spray Booths & Garage Equipment.,See Post,Unknown,See Post,https://www.nairaland.com/8752840/garutech-customer-service-knowledge-base-spray#140713886,2026-09-26
nairaland,Nigeria,listing,Luxury C Of O Land For Sale At Oakley Court Idera Scheme Eleko,"₦52,000,000",3000 sqm,See Post,https://www.nairaland.com/8752683/luxury-c-o-land-sale#140711808,2026-09-26
nairaland,Nigeria,listing,5bedroom Terrace Duplex House+2bqs Swimmingpool For Sale In Banana Island Ikoyi,See Post,Unknown,07062764235,https://www.nairaland.com/8751816/5bedroom-terrace-duplex-house-2bqs#140700822,2026-09-26
nairaland,Nigeria,listing,Hot Houses For Rent & Sale In Ikorodu & Ogijo - Lagos State,See Post,Unknown,09076149495,https://www.nairaland.com/8751487/hot-houses-rent-sale-ikorodu#140693760,2026-09-26
nairaland,Nigeria,listing,"How To Find Houses, Land And Property In Nigeria Without Wasting Time",See Post,Unknown,See Post,https://www.nairaland.com/8751089/how-find-houses-land-property#140686594,2026-09-26
nairaland,Nigeria,listing,House Clearance/relocation Sale In Lagos,See Post,Unknown,09161082525,https://www.nairaland.com/8750278/house-clearance-relocation-sale-lagos#140673824,2026-09-26
nairaland,Nigeria,listing,RO Membrane Price: 7 Factors That Affect Replacement Cost,See Post,Unknown,See Post,https://www.nairaland.com/8749830/ro-membrane-price-7-factors#140667331,2026-09-26
nairaland,Nigeria,listing,Luxury C Of O Land For Sale At Oakley Court Idera Scheme Eleko,"₦52,000,000",3000 sqm,See Post,https://www.nairaland.com/8749568/luxury-c-o-land-sale#140663540,2026-09-26
nairaland,Nigeria,listing,4bedroom Semi-detached Duplex House With Bq For Sale In Orchid Lekki Lagos,See Post,Unknown,See Post,https://www.nairaland.com/8749365/4bedroom-semi-detached-duplex-house-bq#140660360,2026-09-26
nairaland,Nigeria,listing,Looking To Buy A House In Mowe: See This Property At Bluestone Treasure Estate,See Post,600 sqm,See Post,https://www.nairaland.com/8747890/looking-buy-house-mowe-see#140636227,2026-09-26
nairaland,Nigeria,listing,Why Are People Buying Properties In Mowe?,See Post,600 sqm,See Post,https://www.nairaland.com/8747821/why-people-buying-properties-mowe#140635182,2026-09-26
nairaland,Nigeria,listing,"3-Bedroom Bungalow Houses In Mowe Town, Ogun For Sale",See Post,600 sqm,See Post,https://www.nairaland.com/8747794/3-bedroom-bungalow-houses-mowe-town#140634969,2026-09-26
nairaland,Nigeria,listing,Is Lekki Avana 2 Worth Your Money?: Bungalow House For Sale In Ibeju Lekki,See Post,Unknown,See Post,https://www.nairaland.com/8747780/lekki-avana-2-worth-money#140634795,2026-09-26
nairaland,Nigeria,listing,Luxury Land For Sale With Governor's Consent - Alphamark Elite Court Ibeju Lekki,See Post,500 sqm,See Post,https://www.nairaland.com/8747609/luxury-land-sale-governors-consent#140633114,2026-09-26
nairaland,Nigeria,listing,"Newly Built 5-bedroom Fully Detached Duplex + Gym For Sale In Egbeda, Lagos",See Post,Unknown,See Post,https://www.nairaland.com/8747561/newly-built-5-bedroom-fully-detached#140632594,2026-09-26
nairaland,Nigeria,listing,5bedroom Semi-detached Duplex House With Bq For Sale In Ikeja GRA Lagos,See Post,Unknown,See Post,https://www.nairaland.com/8745595/5bedroom-semi-detached-duplex-house-bq#140599306,2026-09-26
nairaland,Nigeria,listing,"These Zylus Houses Are Now Over ₦20M Cheaper | House For Sale In LEKKI, LAGOS",See Post,Unknown,See Post,https://www.nairaland.com/8745360/these-zylus-houses-now-over#140596006,2026-09-26
nairaland,Nigeria,listing,4bedroom Terrace House+bq Penthouse Elevator For Sale Banana Island Ikoyi Lagos,See Post,Unknown,See Post,https://www.nairaland.com/8745002/4bedroom-terrace-house-bq-penthouse#140591532,2026-09-26
nairaland,Nigeria,listing,"Woman Sells Her Twins, Steals 19 Children In Oyo, Caught By Police (Video, Pics)",See Post,Unknown,See Post,https://www.nairaland.com/8744782/woman-sells-twins-steals-19#140587796,2026-09-26
nairaland,Nigeria,listing,Luxury Serviced Plot Of Land For Sale At Gold Mine City Estate Epe Lagos,See Post,Unknown,See Post,https://www.nairaland.com/8744590/luxury-serviced-plot-land-sale#140585325,2026-09-26
nairaland,Nigeria,listing,"Topnotch Finished 1, Bedroom With GYM House, Elevator & Swimming Pool For Sale",See Post,Unknown,See Post,https://www.nairaland.com/8744088/topnotch-finished-1-bedroom-gym#140577728,2026-09-26
nairaland,Nigeria,listing,"Topnotch Finished 1, Bedroom With GYM House, Elevator & Swimming Pool For Sale",See Post,Unknown,See Post,https://www.nairaland.com/8744070/topnotch-finished-1-bedroom-gym#140577444,2026-09-26
